2030,,,,,,,2040,,,,,
,México,Tipo (D: dato duro) /T: Tendecia),Fuente,Mundo,Tipo (D: dato duro) /T: Tendecia),Fuente,México ,Tipo (D: dato) /T: Tendecia),Fuente,Mundo,Tipo (D: dato) /T: Tendecia),Fuente 
60,"El descenso en creyentes, sin embargo, no significará la desaparición de las religiones",T,bbc.com/mundo/noticias/2015/01/150116_vert_fut_desapareceran_las_religiones_alguna_vez_finde_yv,"6.- Realidad fusionada: 7 entre cada 10 predicen que para 2030, los mundos de los juegos de realidad virtual no podrán distinguirse de la realidad física.",T,https://www.ericsson.com/en/reports-and-papers/consumerlab/reports/10-hot-consumer-trends-2030,Para América Latina y el Caribe los cambios previstos en la cantidad de adeptos a las religiones no son nada drásticos ,T,https://actualidad.rt.com/sociedad/171428-infografia-futuro-religiones-mundo-2050,"con unos 10.000 visitantes al año en la luna, principalmente «para hacer negocios»",T,https://www.microsiervos.com/archivo/espacio/luna-2040-base-moon-valley.html
61,"Incluso si los problemas del mundo se solventaran de forma milagrosa, y todos viviéramos vidas pacíficas en igualdad, la religión probablemente sobreviviría.",T,bbc.com/mundo/noticias/2015/01/150116_vert_fut_desapareceran_las_religiones_alguna_vez_finde_yv,7.- Verificado como real: las “noticias falsas” podrían terminar. La mitad de los encuestados dice que los servicios de informes de noticias que cuenten con amplias verificaciones de veracidad serán populares en el 2030.,T,https://www.ericsson.com/en/reports-and-papers/consumerlab/reports/10-hot-consumer-trends-2030,Los cristianos seguirán formando la mayor parte de la población y que su cuota se reducirá en un 1%,D,https://actualidad.rt.com/sociedad/171428-infografia-futuro-religiones-mundo-2050,"Una misión tripulada llegará a Marte en 2040 con el objetivo de permanecer al menos un año en el planeta rojo en una expedición en la que, por primera vez, un astronauta y un robot con inteligencia artificial interactuarán en el espacio, un reto para el que la NASA realizará pruebas previas en la Luna.",T,https://www.diariodeibiza.es/avance-informativo/2468/nasa-enviara-mision-tripulada-marte-2040/74441.html
62,"Las personas que dirán no creer en un dios posiblemente seguirán mostrando tendencias supersticiosas, como la creencia en los fantasmas, el karma, la telapatía o la reencarnación.",T,https://www.bbc.com/mundo/noticias/2015/01/150116_vert_fut_desapareceran_las_religiones_alguna_vez_finde_yv,"8.- Consumidores post-privacidad: la mitad de los encuestados son “consumidores post-privacidad”. Es decir, esperan que los problemas de privacidad estén resueltos por completo en 2030 para poder cosechar con seguridad los beneficios de un mundo basado en datos.",T,https://www.ericsson.com/en/reports-and-papers/consumerlab/reports/10-hot-consumer-trends-2030,Alrededor de 10 millones de personas seguirán siendo cristianas en América Latina y el Caribe,D,https://actualidad.rt.com/sociedad/171428-infografia-futuro-religiones-mundo-2050,Un reportaje de un noticiero australiano de 1973 predijo el fin del mundo basándose en las conclusiones de investigadores del Instituto de Tecnología de Massachusetts,T,https://actualidad.rt.com/actualidad/285424-vida-acabar-2040-canal-australia-mit-fin-mundo
63,"Los no creyentes seguirán dependeniendo de cosas que pueden ser interpretadas como sustitutos de la religión -equipos de deportes, yoga, instituciones profesionales, la Madre Naturaleza, etc.- como guías de sus valores",T,https://www.bbc.com/mundo/noticias/2015/01/150116_vert_fut_desapareceran_las_religiones_alguna_vez_finde_yv,"9.- Sostenibilidad conectada: los servicios basados en el Internet de los Sentidos harán que la sociedad sea más sostenible desde el punto de vista ambiental, según 6 entre cada 10.",T,https://www.ericsson.com/en/reports-and-papers/consumerlab/reports/10-hot-consumer-trends-2030,La cantidad de personas sin afiliación a una religión aumentará en un 1%,D,https://actualidad.rt.com/sociedad/171428-infografia-futuro-religiones-mundo-2050,"
Computadora del MIT predijo que el fin del mundo será en 2040",T,https://actualidad.rt.com/actualidad/285424-vida-acabar-2040-canal-australia-mit-fin-mundo
64,La religión seguirá promoviendo la cohesión grupal,T,https://www.bbc.com/mundo/noticias/2015/01/150116_vert_fut_desapareceran_las_religiones_alguna_vez_finde_yv,10.- Servicios sensacionales: 45% de los consumidores anticipa centros comerciales digitales que les permitan usar los cinco sentidos al comprar.,T,https://www.ericsson.com/en/reports-and-papers/consumerlab/reports/10-hot-consumer-trends-2030,"Para el final de la década del 2040, la población de Latinoamérica y el Caribe sin una afiliación religiosa será del 9%",D,https://actualidad.rt.com/sociedad/171428-infografia-futuro-religiones-mundo-2050,"La carrera espacial se reanudará, retomando la exploración de otros planetas. ",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
65,La religión seguirá promoviendo la cooperación,T,https://www.bbc.com/mundo/noticias/2015/01/150116_vert_fut_desapareceran_las_religiones_alguna_vez_finde_yv,Los dispositivos de lectura cerebral permiten a los usuarios aprender nuevas habilidades más rápido,T,https://www.quantumrun.com/future-timeline/2025,El cristianismo católico seguirá siendo la principal religión en México,T,https://actualidad.rt.com/sociedad/171428-infografia-futuro-religiones-mundo-2050,Los avances en neurociencia podrían mejorar el conocimiento de los procesos cognitivos contribuyendo a un aprendizaje mucho más individualizado,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
66,"Incluso si se pierde de vista a los dioses cristianos, musulmanes e hindúes, es muy probable que prevalezcan las supersticiones y el espiritualismo.",T,https://www.bbc.com/mundo/noticias/2015/01/150116_vert_fut_desapareceran_las_religiones_alguna_vez_finde_yv,Los dispositivos electrónicos se pueden cargar con Wi-Fi,T,https://www.quantumrun.com/future-timeline/2025,La medicina enfocada en el ADN estará en auge,T,https://www.allianz-partners.com/content/dam/onemarketing/awp/azpartnerscom/reports/futorology/Allianz-Partners-EL-MUNDO-EN-EL-2040-report-ES.pdf,"Se espera un aumento moderado en el empoderamiento de las mujeres musulmanas gracias a un aumento en el uso de las redes sociales, que también conducirá a la radicalización de algunas, aunque en un grado mucho menor.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
67,Es posible que el pesimismo con respecto al rumbo del país siga aumentando con las dificultades que vendrán en la siguiente década,T,https://www.nexos.com.mx/?p=37432,Las prótesis robóticas controladas por la mente se vuelven ampliamente disponibles.,T,https://www.quantumrun.com/future-timeline/2025,la ciencia médica habrá recopilado datos de secuenciación de ADN de decenas de millones de pacientes,T,https://www.allianz-partners.com/content/dam/onemarketing/awp/azpartnerscom/reports/futorology/Allianz-Partners-EL-MUNDO-EN-EL-2040-report-ES.pdf,Muchas formas de exclusión basadas en la identidad religiosa y / o étnica,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
68,En América Latina el Islam no crecerá con la misma velocidad que en otras partes del mundo (como Europa). ,T,https://www.bbc.com/mundo/noticias-america-latina-39439257,Nuevo dispositivo diagnostica el cáncer de páncreas antes y más rápido,T,https://www.quantumrun.com/future-timeline/2025,"Para el año 2040, cada bebé recién nacido será secuenciado por ADN",T,https://www.allianz-partners.com/content/dam/onemarketing/awp/azpartnerscom/reports/futorology/Allianz-Partners-EL-MUNDO-EN-EL-2040-report-ES.pdf,"Las posiciones intransigentes con respecto a la identidad religiosa, tanto dentro de la sociedad de acogida como dentro de las poblaciones de inmigrantes, podrían conducir a guetos culturales y religiosos.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
69,Es posible que la población musulmana siga creciendo para el 2030 en el estado de Chiapas.,T,https://mundo.sputniknews.com/religion/201807241080650812-comunidad-musulmana-ahmadia-en-estado-de-chiapas-san-cristobal-ezln-mayas/,Las ventas mundiales de vehículos eléctricos alcanzan los 9.866.667,T,https://www.quantumrun.com/future-timeline/2025,En 2040 la edición de genes será común,T,https://www.allianz-partners.com/content/dam/onemarketing/awp/azpartnerscom/reports/futorology/Allianz-Partners-EL-MUNDO-EN-EL-2040-report-ES.pdf,Los posibles guetos culturales y religiosos resultantes de las migraciones masivas podrían provocar un modelo social altamente fragmentado,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
70,"Es posible que la población religiosa en México, y en el resto de América Latina, siga envejeciendo para el 2030",T,https://www.pewforum.org/2018/06/13/resumen-de-hallazgos-la-brecha-de-edad-respecto-a-la-religion-en-todo-el-mundo/,"El número promedio de dispositivos conectados, por persona, es 9.5",T,https://www.quantumrun.com/future-timeline/2025,"Gracias a Internet y a la tecnología digital, el conocimiento que una vez fue propiedad exclusiva de los médicos y de otros profesionales de la medicina se está democratizando y, a partir de ahora, los pacientes estarán mucho mejor equipados para monitorear su salud diaria",T,https://www.allianz-partners.com/content/dam/onemarketing/awp/azpartnerscom/reports/futorology/Allianz-Partners-EL-MUNDO-EN-EL-2040-report-ES.pdf,El crecimiento y la expansión de nuevas ortodoxias continuarán,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
71,,,,"El número global de dispositivos conectados a Internet alcanza 76,760,000,000",T,https://www.quantumrun.com/future-timeline/2025,,,,El Protestantismo evangélico incrementará en la población de Estados Unidos,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
72,,,,El tráfico web móvil global predicho es igual a 104 exabytes,T,https://www.quantumrun.com/future-timeline/2025,,,,"Hindtuva, como religión, seguirá aumentando en el territorio de India",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
73,,,,El uso de gafas AR mejorará la vista más allá de 20/20,T,https://www.quantumrun.com/future-timeline/2025,,,,El salafismo y el wahhabismo se esparcirá en el Medio Oriente ,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
74,,,,Podrá decorar su hogar y oficina con elementos digitales que solo se pueden ver y manipular a través de su visión AR,T,https://www.quantumrun.com/future-timeline/2025,,,,El pentecostalismo se esparcirá en África y América Latina,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
75,,,,"Mejoras de ""realidad aumentada"" a la entrada del mundo real que las personas perciben a través del uso de tecnologías portátiles / ponibles / implantables.",T,https://www.pewresearch.org/internet/2014/03/11/digital-life-in-2025/,,,,Esta proliferación de ortodoxias indica que el resurgimiento actual de la fe es menos un retorno a la ortodoxia religiosa que una explosión de nuevas doctrinas.,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
76,,,,"Etiquetado, base de datos y mapeo analítico inteligente de los ámbitos físico y social.",T,https://www.pewresearch.org/internet/2014/03/11/digital-life-in-2025/,,,,Un denominador común de estas ortodoxias será el despliegue de organizaciones con potencial político.,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
77,,,,"""Los dispositivos tendrán cada vez más sus propios patrones de comunicación, sus propias"" redes sociales """,T,https://www.pewresearch.org/internet/2014/03/11/digital-life-in-2025/,,,,"Aunque las acciones terroristas serán capaces de causar un impacto, ocurrirán con menos frecuencia a escala global, ya que la tendencia religiosa es desavtivar sus componentes violentos",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
